Observation,Data_Marking,Observation_Type_Value,Dimension_Hierarchy_1,Dimension_Name_1,Dimension_Value_1,Dimension_Hierarchy_2,Dimension_Name_2,Dimension_Value_2,Dimension_Hierarchy_3,Dimension_Name_3,Dimension_Value_3,Dimension_Hierarchy_4,Dimension_Name_4,Dimension_Value_4
42,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
1483,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1474,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
9,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
384,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
377,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
7,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
774,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
718,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
56,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
413,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
367,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
46,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
222,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
217,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
5,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
98,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
97,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
1,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
41,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
37,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
4,,,2011STATH,Geographic_Hierarchy,E12000002,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
15827,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
10759,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
5068,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
6660,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
3407,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
3253,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
5337,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
3788,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
1549,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
3230,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
2979,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
251,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
600,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
585,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
15,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
14547,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
9722,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
4825,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
6180,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
3053,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
3127,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
4842,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
3393,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
1449,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
2989,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
2752,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
237,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
536,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
524,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
12,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
1280,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
1037,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
243,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
480,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
354,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
126,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
495,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
395,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
100,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
241,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
227,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
14,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
64,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
61,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
3,,,2011STATH,Geographic_Hierarchy,E12000003,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
11686,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
10275,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1411,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
3261,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2634,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
627,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
3829,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
3289,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
540,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
3803,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
3594,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
209,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
793,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
758,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
35,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
10386,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
9141,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1245,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
2918,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2386,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
532,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
3276,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
2797,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
479,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
3450,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
3250,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
200,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
742,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
708,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a household
34,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Males,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
1300,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
1134,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
166,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
343,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
248,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a household
95,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
553,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
492,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a household
61,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
353,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
344,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a household
9,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
51,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
50,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a household
1,,,2011STATH,Geographic_Hierarchy,E12000004,,Sex,Females,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
9819,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
8102,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1717,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
3792,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2797,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a household
995,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
3336,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
2752,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a household
584,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
2239,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
2120,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a household
119,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
452,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,All categories: Residence Type
433,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a household
19,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,All categories: Sex,,Age,Age 50 and over,,Residence Type,Lives in a communal establishment
8858,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,All categories: Residence Type
7319,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a household
1539,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,All categories: Age 16 and over,,Residence Type,Lives in a communal establishment
3442,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 16 to 24,,Residence Type,All categories: Residence Type
2535,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a household
907,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 16 to 24,,Residence Type,Lives in a communal establishment
2971,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 25 to 34,,Residence Type,All categories: Residence Type
2458,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a household
513,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 25 to 34,,Residence Type,Lives in a communal establishment
2031,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 35 to 49,,Residence Type,All categories: Residence Type
1928,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a household
103,,,2011STATH,Geographic_Hierarchy,E12000005,,Sex,Males,,Age,Age 35 to 49,,Residence Type,Lives in a communal establishment
